timeSec[s]	codePseudorange1[m]	codePseudorange2[m]	codePseudorange3[m]	codePseudorange4[m]	codePseudorange5[m]	pseudorangeRate1[m/s]	pseudorangeRate2[m/s]	pseudorangeRate3[m/s]	pseudorangeRate4[m/s]	pseudorangeRate5[m/s]
36297.785000000003	592.523431774033	655.602037768576	488.517643561877	304.220840903861	613.763482705544	-4.697733610561	0.048784319202	-4.798828490396	-4.666556396839	4.168437836454
36298.785000000003	587.584290608390	656.137962796910	483.716075054072	299.380562713561	618.225125554884	-5.028663412933	0.685320115104	-5.695437804464	-5.012400214195	3.947399311247
36299.785000000003	582.412231581844	656.908606060502	478.270518840943	294.337962249318	623.042102285244	-5.513583026577	0.944111298421	-5.703286009228	-5.430992517769	5.093644750004
36300.785000000003	576.706728746376	657.516642285176	472.331274900496	288.737430718942	628.327567649414	-6.244779944217	0.620427609988	-6.033529695007	-6.243250795181	5.730054390726
36301.785000000003	570.367414054168	657.770814492542	466.610884518017	282.474936110925	634.246214513482	-6.474681303426	0.568915058595	-5.877066503734	-6.344498887985	6.198730498759
36302.785000000003	563.697947886026	658.086718597880	460.662303311809	276.091306597239	640.372349833829	-6.803004658820	0.411004151517	-5.968393597318	-6.380301683264	6.415405941087
36303.785000000003	557.205518159923	659.336951777037	454.307716269769	270.073789680537	646.678602268624	-6.321294332733	1.445760417853	-6.853588520474	-5.843255984840	6.329867445926
36304.785000000003	551.019088199146	661.096184449153	447.473575591994	264.326995449670	652.883640599256	-5.974149349471	2.363247746067	-7.012671875289	-5.276907866141	6.222903382295
36305.785000000003	544.905192914147	663.583095880540	440.100856786548	259.048711118983	659.098612985389	-6.146350824655	2.652194176499	-7.606884572363	-5.228645079875	6.295581127135
36306.785000000003	539.074432462249	666.743056771853	432.344015303064	254.099134500028	665.405904720401	-5.795850777124	3.528484833117	-8.521532161070	-4.843618979117	5.901676275474
36307.785000000003	533.550341483658	670.871673501998	423.532143495634	249.140549252369	671.737429139245	-5.836348072745	3.782642317390	-8.714199224323	-4.373558975651	6.613279389750
36308.785000000003	527.948986720089	675.341772883578	414.629735469133	245.037457651235	678.271637300428	-5.561471690410	4.403146680217	-9.079699830656	-4.021436999284	6.681929890828
36309.785000000003	522.217625058009	679.863628980896	405.577233535138	241.515197682475	685.216760983555	-5.549560362343	4.662422636721	-8.839836182632	-3.660782778889	7.178291173242
36310.785000000003	516.673133757607	684.874715537659	396.569886133102	238.683491469889	692.215955616635	-5.180018748113	5.281020949648	-8.975947858938	-2.730076005503	7.545009502951
36311.785000000003	511.309144121247	690.582475607816	387.147449975218	236.521412443299	699.421622464755	-5.090418484270	5.421503013641	-8.557844624099	-2.157745478433	7.400831820909
36312.785000000003	506.378334563392	696.075515005863	378.115302296930	234.786017205170	706.882589053911	-4.827458163979	5.299820623829	-8.736142398968	-1.668196090234	7.489680315365
36313.785000000003	501.815347503359	701.753316054139	369.314677179158	233.545968827071	714.692670772137	-4.671038726540	5.569630844873	-8.366197638793	-0.879010990766	7.670178899450
36314.785000000003	497.534713951794	707.301681175246	361.409699026315	232.665461444966	722.284207135289	-4.224283092741	5.468402700393	-7.973339330956	-0.523463414448	7.210445407518
36315.785000000003	493.482198258355	712.933629548020	353.837409310944	232.229621024389	730.018633707224	-3.667818442540	5.719414351052	-7.279655897988	0.107627769543	7.773925551293
36316.785000000003	489.619014095039	718.488826394465	346.711171523928	232.149267030749	737.821794117873	-4.158650439667	5.330523309611	-7.011566234156	0.028160546939	8.064117536095
36317.785000000003	485.736490883021	724.046595392078	339.600450843085	232.710753047357	746.229319767610	-3.925175528380	5.648964135237	-6.758294834173	0.934817973310	8.168571527946
36318.785000000003	482.176564275365	729.955625859822	332.723423428733	234.033094411668	754.660685858260	-3.328041428408	6.194660009963	-6.799088809494	1.607809152030	8.445607762382
36319.785000000003	478.881709491400	736.011510484517	325.986596130146	236.010393098788	762.793556875367	-3.214214830121	6.102329710296	-6.507763483387	2.203128718618	8.186722114913
36320.785000000003	475.714255510843	742.004547955007	319.955742358726	238.422923291156	771.360379992717	-2.758411152141	6.340475653115	-5.958882341056	2.674940675199	8.540295637217
36321.785000000003	473.174554252546	748.044078048576	314.080893726649	241.490813719977	779.372834250034	-2.275894242676	6.536218785044	-5.563542688399	2.955547273943	8.169236244931
36322.785000000003	471.100617497101	754.325240897744	308.687683345943	245.015434262581	787.405031517805	-1.565680311345	6.579139861777	-5.202682419061	4.101312165924	8.137432570605
36323.785000000003	469.516021145203	761.068365223253	303.528227276714	249.450702061223	795.910786973944	-1.348638167742	6.667499750985	-5.298292420618	4.452602242237	8.097945308562
36324.785000000003	468.020127153614	767.466745641686	298.780269288188	254.025133312147	804.097138481596	-1.529525900235	5.950093253403	-4.222303691585	4.333160618556	7.966186898704
36325.785000000003	466.711064564613	773.440614885680	294.674897596347	258.539956916218	811.996211890164	-1.275704862431	5.940224676314	-3.829962813426	4.399416899218	7.630261898301
36326.785000000003	465.720511862393	779.317639143498	291.057479583759	263.024993361466	819.451867176329	-0.798995818288	5.552571876974	-3.158315129993	4.249172238148	6.466100446406
36327.785000000003	465.221063847930	784.666436796965	288.374330621212	266.959387026480	825.498514067912	0.252292025352	4.965966676830	-2.748951984343	4.146603059502	5.142911065945
36328.785000000003	465.357906128323	789.230879687376	285.874480377471	270.820103405434	830.128323210119	0.614899059457	3.967305800456	-2.640578174823	3.479816485465	3.616864943353
